YrCaught,YrTagged,Length,Weight,Site,AgeP
1,NA,53,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,94,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,134,NA,Site 1,1
1,1,75,NA,Site 1,0
1,1,87,NA,Site 1,0
1,1,82,NA,Site 1,0
1,1,84,NA,Site 1,0
1,1,65,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,78,NA,Site 1,0
1,1,72,NA,Site 1,0
1,1,134,NA,Site 1,1
1,1,132,NA,Site 1,1
1,1,80,NA,Site 1,0
1,1,74,NA,Site 1,0
1,1,78,NA,Site 1,0
1,1,93,NA,Site 1,0
1,1,91,NA,Site 1,0
1,1,122,NA,Site 1,1
1,1,77,NA,Site 1,0
1,1,73,NA,Site 1,0
1,1,76,NA,Site 1,0
1,1,77,NA,Site 1,0
1,1,72,NA,Site 1,0
1,1,72,NA,Site 1,0
1,1,75,NA,Site 1,0
1,1,77,NA,Site 1,0
1,1,75,NA,Site 1,0
1,1,68,NA,Site 1,0
1,1,74,NA,Site 1,0
1,1,82,NA,Site 1,0
1,1,72,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,67,NA,Site 1,0
1,1,90,NA,Site 1,0
1,1,76,NA,Site 1,0
1,1,74,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,81,NA,Site 1,0
1,1,77,NA,Site 1,0
1,1,79,NA,Site 1,0
1,1,85,NA,Site 1,0
1,1,71,NA,Site 1,0
1,1,119,NA,Site 1,1
1,1,81,NA,Site 1,0
1,1,75,NA,Site 1,0
1,1,82,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,130,NA,Site 1,1
1,1,89,NA,Site 1,0
1,1,90,NA,Site 1,0
1,1,76,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,77,NA,Site 1,0
1,1,70,NA,Site 1,0
1,1,77,NA,Site 1,0
1,1,182,NA,Site 1,3
1,1,134,NA,Site 1,1
1,1,130,NA,Site 1,1
1,1,131,NA,Site 1,1
1,1,80,NA,Site 1,0
1,1,141,NA,Site 1,2
1,1,130,NA,Site 1,1
1,1,77,NA,Site 1,0
1,1,100,NA,Site 1,0
1,1,90,NA,Site 1,0
1,1,84,NA,Site 1,0
1,1,124,NA,Site 1,1
1,1,89,NA,Site 1,0
1,1,84,NA,Site 1,0
1,1,79,NA,Site 1,0
1,1,76,NA,Site 1,0
1,1,81,NA,Site 1,0
1,1,158,NA,Site 1,2
1,1,75,NA,Site 1,0
1,1,78,NA,Site 1,0
1,1,87,NA,Site 1,0
1,1,91,NA,Site 1,0
1,1,152,NA,Site 1,2
1,1,147,NA,Site 1,2
1,1,84,NA,Site 1,0
1,1,75,NA,Site 1,0
1,1,85,NA,Site 1,0
1,1,74,NA,Site 1,0
1,1,81,NA,Site 1,0
1,1,140,NA,Site 1,2
1,1,93,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,74,NA,Site 1,0
1,1,91,NA,Site 1,0
1,1,81,NA,Site 1,0
1,1,100,NA,Site 1,0
1,1,73,NA,Site 1,0
1,1,90,NA,Site 1,0
1,1,69,NA,Site 1,0
1,1,71,NA,Site 1,0
1,1,82,NA,Site 1,0
1,1,85,NA,Site 1,0
1,1,89,NA,Site 1,0
1,1,80,NA,Site 1,0
1,1,77,NA,Site 1,0
1,NA,65,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,59,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,61,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,62,NA,Site 2,0
1,NA,60,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,61,NA,Site 2,0
1,NA,59,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,NA,52,NA,Site 2,0
1,NA,63,NA,Site 2,0
1,NA,136,NA,Site 2,1
1,NA,59,NA,Site 2,0
1,NA,61,NA,Site 2,0
1,NA,62,NA,Site 2,0
1,NA,56,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,62,NA,Site 2,0
1,NA,60,NA,Site 2,0
1,NA,77,NA,Site 2,0
1,NA,88,NA,Site 2,0
1,NA,64,NA,Site 2,0
1,NA,65,NA,Site 2,0
1,1,83,NA,Site 2,0
1,1,114,NA,Site 2,1
1,1,92,NA,Site 2,0
1,1,80,NA,Site 2,0
1,1,79,NA,Site 2,0
1,1,111,NA,Site 2,1
1,1,80,NA,Site 2,0
1,1,70,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,119,NA,Site 2,1
1,1,99,NA,Site 2,0
1,1,69,NA,Site 2,0
1,1,70,NA,Site 2,0
1,1,89,NA,Site 2,0
1,1,84,NA,Site 2,0
1,1,86,NA,Site 2,0
1,1,74,NA,Site 2,0
1,1,115,NA,Site 2,1
1,1,106,NA,Site 2,1
1,1,93,NA,Site 2,0
1,1,90,NA,Site 2,0
1,1,121,NA,Site 2,1
1,1,76,NA,Site 2,0
1,1,82,NA,Site 2,0
1,1,113,NA,Site 2,1
1,1,75,NA,Site 2,0
1,1,71,NA,Site 2,0
1,1,83,NA,Site 2,0
1,1,132,NA,Site 2,1
1,1,76,NA,Site 2,0
1,1,79,NA,Site 2,0
1,1,75,NA,Site 2,0
1,1,71,NA,Site 2,0
1,1,96,NA,Site 2,0
1,1,85,NA,Site 2,0
1,1,84,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,122,NA,Site 2,1
1,1,76,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,80,NA,Site 2,0
1,1,77,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,75,NA,Site 2,0
1,1,87,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,85,NA,Site 2,0
1,1,73,NA,Site 2,0
1,1,109,NA,Site 2,1
1,1,74,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,71,NA,Site 2,0
1,1,96,NA,Site 2,0
1,1,69,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,68,NA,Site 2,0
1,1,84,NA,Site 2,0
1,1,78,NA,Site 2,0
1,1,74,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,88,NA,Site 2,0
1,1,95,NA,Site 2,0
1,1,82,NA,Site 2,0
1,1,91,NA,Site 2,0
1,1,100,NA,Site 2,0
1,1,89,NA,Site 2,0
1,1,83,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,66,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,66,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,71,NA,Site 2,0
1,1,180,NA,Site 2,3
1,1,71,NA,Site 2,0
1,1,103,NA,Site 2,1
1,1,79,NA,Site 2,0
1,1,85,NA,Site 2,0
1,1,168,NA,Site 2,2
1,1,74,NA,Site 2,0
1,1,72,NA,Site 2,0
1,1,82,NA,Site 2,0
1,1,66,NA,Site 2,0
1,1,109,NA,Site 2,1
1,1,86,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,71,NA,Site 2,0
1,1,66,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,123,NA,Site 2,1
1,1,93,NA,Site 2,0
1,1,69,NA,Site 2,0
1,1,80,NA,Site 2,0
1,1,86,NA,Site 2,0
1,1,141,NA,Site 2,2
1,1,115,NA,Site 2,1
1,1,74,NA,Site 2,0
1,1,83,NA,Site 2,0
1,1,83,NA,Site 2,0
1,1,82,NA,Site 2,0
1,1,72,NA,Site 2,0
1,1,92,NA,Site 2,0
1,1,94,NA,Site 2,0
1,1,75,NA,Site 2,0
1,1,77,NA,Site 2,0
1,1,90,NA,Site 2,0
1,1,66,NA,Site 2,0
1,1,140,NA,Site 2,2
1,1,85,NA,Site 2,0
1,1,107,NA,Site 2,1
1,1,174,NA,Site 2,3
1,1,109,NA,Site 2,1
1,1,155,NA,Site 2,2
1,1,81,NA,Site 2,0
1,1,73,NA,Site 2,0
1,1,133,NA,Site 2,1
1,1,75,NA,Site 2,0
1,1,81,NA,Site 2,0
1,1,135,NA,Site 2,1
1,1,71,NA,Site 2,0
1,1,94,NA,Site 2,0
1,1,74,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,69,NA,Site 2,0
1,1,74,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,67,NA,Site 2,0
1,1,72,NA,Site 2,0
1,NA,56,NA,Site 3,0
1,NA,63,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,63,NA,Site 3,0
1,NA,57,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,62,NA,Site 3,0
1,NA,56,NA,Site 3,0
1,NA,56,NA,Site 3,0
1,NA,59,NA,Site 3,0
1,NA,62,NA,Site 3,0
1,NA,63,NA,Site 3,0
1,NA,95,NA,Site 3,0
1,NA,56,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,68,NA,Site 3,0
1,NA,84,NA,Site 3,0
1,NA,58,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,68,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,61,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,59,NA,Site 3,0
1,NA,62,NA,Site 3,0
1,NA,57,NA,Site 3,0
1,NA,62,NA,Site 3,0
1,NA,47,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,61,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,65,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,NA,125,NA,Site 3,1
1,NA,59,NA,Site 3,0
1,NA,69,NA,Site 3,0
1,NA,55,NA,Site 3,0
1,NA,55,NA,Site 3,0
1,NA,59,NA,Site 3,0
1,NA,64,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,71,NA,Site 3,0
1,1,77,NA,Site 3,0
1,1,82,NA,Site 3,0
1,1,81,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,89,NA,Site 3,0
1,1,89,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,83,NA,Site 3,0
1,1,89,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,126,NA,Site 3,1
1,1,87,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,89,NA,Site 3,0
1,1,92,NA,Site 3,0
1,1,91,NA,Site 3,0
1,1,135,NA,Site 3,1
1,1,90,NA,Site 3,0
1,1,68,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,72,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,71,NA,Site 3,0
1,1,78,NA,Site 3,0
1,1,117,NA,Site 3,1
1,1,142,NA,Site 3,2
1,1,75,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,68,NA,Site 3,0
1,1,115,NA,Site 3,1
1,1,70,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,86,NA,Site 3,0
1,1,77,NA,Site 3,0
1,1,80,NA,Site 3,0
1,1,86,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,144,NA,Site 3,2
1,1,83,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,151,NA,Site 3,2
1,1,90,NA,Site 3,0
1,1,80,NA,Site 3,0
1,1,121,NA,Site 3,1
1,1,75,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,87,NA,Site 3,0
1,1,83,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,118,NA,Site 3,1
1,1,87,NA,Site 3,0
1,1,132,NA,Site 3,1
1,1,89,NA,Site 3,0
1,1,125,NA,Site 3,1
1,1,126,NA,Site 3,1
1,1,129,NA,Site 3,1
1,1,110,NA,Site 3,1
1,1,120,NA,Site 3,1
1,1,126,NA,Site 3,1
1,1,111,NA,Site 3,1
1,1,90,NA,Site 3,0
1,1,82,NA,Site 3,0
1,1,66,NA,Site 3,0
1,1,77,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,71,NA,Site 3,0
1,1,83,NA,Site 3,0
1,1,141,NA,Site 3,2
1,1,66,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,66,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,136,NA,Site 3,1
1,1,80,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,110,NA,Site 3,1
1,1,81,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,112,NA,Site 3,1
1,1,108,NA,Site 3,1
1,1,84,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,92,NA,Site 3,0
1,1,137,NA,Site 3,2
1,1,77,NA,Site 3,0
1,1,130,NA,Site 3,1
1,1,74,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,86,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,126,NA,Site 3,1
1,1,145,NA,Site 3,2
1,1,141,NA,Site 3,2
1,1,128,NA,Site 3,1
1,1,87,NA,Site 3,0
1,1,89,NA,Site 3,0
1,1,81,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,72,NA,Site 3,0
1,1,112,NA,Site 3,1
1,1,137,NA,Site 3,2
1,1,87,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,111,NA,Site 3,1
1,1,101,NA,Site 3,1
1,1,80,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,138,NA,Site 3,2
1,1,100,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,137,NA,Site 3,2
1,1,73,NA,Site 3,0
1,1,87,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,72,NA,Site 3,0
1,1,104,NA,Site 3,1
1,1,69,NA,Site 3,0
1,1,75,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,68,NA,Site 3,0
1,1,148,NA,Site 3,2
1,1,121,NA,Site 3,1
1,1,76,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,110,NA,Site 3,1
1,1,81,NA,Site 3,0
1,1,95,NA,Site 3,0
1,1,93,NA,Site 3,0
1,1,80,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,66,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,77,NA,Site 3,0
1,1,92,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,125,NA,Site 3,1
1,1,148,NA,Site 3,2
1,1,106,NA,Site 3,1
1,1,88,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,129,NA,Site 3,1
1,1,74,NA,Site 3,0
1,1,68,NA,Site 3,0
1,1,173,NA,Site 3,3
1,1,84,NA,Site 3,0
1,1,116,NA,Site 3,1
1,1,120,NA,Site 3,1
1,1,75,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,111,NA,Site 3,1
1,1,87,NA,Site 3,0
1,1,68,NA,Site 3,0
1,1,84,NA,Site 3,0
1,1,78,NA,Site 3,0
1,1,85,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,79,NA,Site 3,0
1,1,113,NA,Site 3,1
1,1,94,NA,Site 3,0
1,1,74,NA,Site 3,0
1,1,81,NA,Site 3,0
1,1,111,NA,Site 3,1
1,1,85,NA,Site 3,0
1,1,76,NA,Site 3,0
1,1,67,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,105,NA,Site 3,1
1,1,95,NA,Site 3,0
1,1,78,NA,Site 3,0
1,1,73,NA,Site 3,0
1,1,94,NA,Site 3,0
1,1,69,NA,Site 3,0
1,1,78,NA,Site 3,0
1,1,70,NA,Site 3,0
1,1,79,NA,Site 3,0
2,NA,84,NA,Site 2,0
2,NA,60,NA,Site 2,0
2,NA,70,NA,Site 2,0
2,NA,75,NA,Site 2,0
2,NA,61,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,62,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,63,NA,Site 2,0
2,NA,58,NA,Site 2,0
2,NA,60,NA,Site 2,0
2,NA,55,NA,Site 2,0
2,NA,61,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,67,NA,Site 2,0
2,NA,94,NA,Site 2,0
2,NA,60,NA,Site 2,0
2,NA,57,NA,Site 2,0
2,NA,58,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,75,NA,Site 2,0
2,NA,56,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,87,NA,Site 2,0
2,NA,63,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,84,NA,Site 2,0
2,NA,79,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,58,NA,Site 2,0
2,NA,63,NA,Site 2,0
2,NA,63,NA,Site 2,0
2,NA,66,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,62,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,58,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,81,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,59,NA,Site 2,0
2,NA,60,NA,Site 2,0
2,NA,64,NA,Site 2,0
2,NA,51,NA,Site 2,0
2,2,126,NA,Site 2,1
2,2,90,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,112,NA,Site 2,1
2,2,85,NA,Site 2,0
2,NA,71,NA,Site 2,0
2,2,110,NA,Site 2,1
2,2,85,NA,Site 2,0
2,2,144,NA,Site 2,2
2,2,109,NA,Site 2,1
2,2,115,NA,Site 2,1
2,2,89,NA,Site 2,0
2,2,119,NA,Site 2,1
2,2,84,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,134,NA,Site 2,1
2,2,77,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,143,NA,Site 2,2
2,2,84,NA,Site 2,0
2,2,65,NA,Site 2,0
2,2,91,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,70,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,142,NA,Site 2,2
2,2,80,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,86,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,128,NA,Site 2,1
2,2,83,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,70,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,139,NA,Site 2,2
2,2,77,NA,Site 2,0
2,2,131,NA,Site 2,1
2,2,73,NA,Site 2,0
2,2,115,NA,Site 2,1
2,2,79,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,67,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,124,NA,Site 2,1
2,2,84,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,98,NA,Site 2,0
2,2,77,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,70,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,69,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,129,NA,Site 2,1
2,2,126,NA,Site 2,1
2,2,69,NA,Site 2,0
2,2,80,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,81,NA,Site 2,0
2,2,121,NA,Site 2,1
2,2,117,NA,Site 2,1
2,2,129,NA,Site 2,1
2,2,151,NA,Site 2,2
2,2,76,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,77,NA,Site 2,0
2,2,70,NA,Site 2,0
2,2,92,NA,Site 2,0
2,2,92,NA,Site 2,0
2,2,100,NA,Site 2,0
2,2,136,NA,Site 2,1
2,2,74,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,67,NA,Site 2,0
2,2,86,NA,Site 2,0
2,2,80,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,97,NA,Site 2,0
2,2,81,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,88,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,125,NA,Site 2,1
2,2,153,NA,Site 2,2
2,2,75,NA,Site 2,0
2,2,133,NA,Site 2,1
2,2,151,NA,Site 2,2
2,2,68,NA,Site 2,0
2,2,160,NA,Site 2,2
2,2,141,NA,Site 2,2
2,2,133,NA,Site 2,1
2,2,80,NA,Site 2,0
2,1,127,NA,Site 2,1
2,2,78,NA,Site 2,0
2,2,90,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,132,NA,Site 2,1
2,2,73,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,77,NA,Site 2,0
2,2,94,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,115,NA,Site 2,1
2,2,123,NA,Site 2,1
2,2,74,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,88,NA,Site 2,0
2,2,140,NA,Site 2,2
2,2,89,NA,Site 2,0
2,2,118,NA,Site 2,1
2,2,146,NA,Site 2,2
2,2,130,NA,Site 2,1
2,2,108,NA,Site 2,1
2,2,109,NA,Site 2,1
2,2,87,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,81,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,133,NA,Site 2,1
2,2,67,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,67,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,82,NA,Site 2,0
2,2,69,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,86,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,92,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,124,NA,Site 2,1
2,2,91,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,80,NA,Site 2,0
2,2,81,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,133,NA,Site 2,1
2,2,86,NA,Site 2,0
2,2,120,NA,Site 2,1
2,2,71,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,134,NA,Site 2,1
2,2,75,NA,Site 2,0
2,2,85,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,117,NA,Site 2,1
2,2,85,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,100,NA,Site 2,0
2,2,84,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,121,NA,Site 2,1
2,2,120,NA,Site 2,1
2,2,85,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,69,NA,Site 2,0
2,2,73,NA,Site 2,0
2,2,78,NA,Site 2,0
2,2,99,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,112,NA,Site 2,1
2,2,76,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,74,NA,Site 2,0
2,2,93,NA,Site 2,0
2,2,95,NA,Site 2,0
2,2,91,NA,Site 2,0
2,2,90,NA,Site 2,0
2,2,102,NA,Site 2,1
2,2,76,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,70,NA,Site 2,0
2,2,87,NA,Site 2,0
2,2,75,NA,Site 2,0
2,2,127,NA,Site 2,1
2,2,75,NA,Site 2,0
2,2,72,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,97,NA,Site 2,0
2,2,81,NA,Site 2,0
2,2,112,NA,Site 2,1
2,2,166,NA,Site 2,2
2,2,82,NA,Site 2,0
2,2,66,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,76,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,69,NA,Site 2,0
2,2,79,NA,Site 2,0
2,2,89,NA,Site 2,0
2,2,67,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,83,NA,Site 2,0
2,2,114,NA,Site 2,1
2,2,84,NA,Site 2,0
2,2,68,NA,Site 2,0
2,2,71,NA,Site 2,0
2,2,70,NA,Site 2,0
2,NA,83,NA,Site 1,0
2,NA,51,NA,Site 1,0
2,NA,60,NA,Site 1,0
2,NA,81,NA,Site 1,0
2,NA,64,NA,Site 1,0
2,NA,62,NA,Site 1,0
2,NA,82,NA,Site 1,0
2,NA,50,NA,Site 1,0
2,NA,76,NA,Site 1,0
2,NA,49,NA,Site 1,0
2,NA,47,NA,Site 1,0
2,NA,60,NA,Site 1,0
2,NA,59,NA,Site 1,0
2,NA,57,NA,Site 1,0
2,NA,80,NA,Site 1,0
2,NA,70,NA,Site 1,0
2,NA,69,NA,Site 1,0
2,NA,62,NA,Site 1,0
2,NA,63,NA,Site 1,0
2,NA,59,NA,Site 1,0
2,NA,54,NA,Site 1,0
2,NA,64,NA,Site 1,0
2,NA,85,NA,Site 1,0
2,2,147,NA,Site 1,2
2,2,123,NA,Site 1,1
2,2,68,NA,Site 1,0
2,2,133,NA,Site 1,1
2,2,106,NA,Site 1,1
2,2,99,NA,Site 1,0
2,2,139,NA,Site 1,2
2,2,77,NA,Site 1,0
2,2,125,NA,Site 1,1
2,2,69,NA,Site 1,0
2,2,104,NA,Site 1,1
2,2,65,NA,Site 1,0
2,2,66,NA,Site 1,0
2,2,70,NA,Site 1,0
2,2,104,NA,Site 1,1
2,2,119,NA,Site 1,1
2,2,77,NA,Site 1,0
2,2,75,NA,Site 1,0
2,2,68,NA,Site 1,0
